
63,71,Fair Game (1995) ,"Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her.",AndrewSipes,WilliamBaldwin,CindyCrawford,StevenBerkoff
64,72,Kicking and Screaming (1995) ,"A bunch of guys hang around their college for months after graduation, continuing a life much like the one before graduation.",NoahBaumbach,JoshHamilton,EricStoltz,SamuelGould
65,73,Les misérables (1995) ,A variation on Victor Hugo's classic novel by means of the story of a man whose life is affected by and somewhat duplicated by the Hugo story of the beleaguered Jean Valjean.,ClaudeLelouch,Jean-PaulBelmondo,MichelBoujenah,AlessandraMartines
66,74,Bed of Roses (1996) ,"Romantic drama about a young career girl who is swept off her feet by a shy florist, who fell in love with her after one glimpse through a shadowy window.",MichaelGoldenberg,ChristianSlater,MaryStuartMasterson,PamelaAdlon
67,75,Big Bully (1996) ,"A writer returns to his hometown where he faces the childhood nemesis whose life he ultimately ruined, only the bully wants to relive their painful past by torturing him once again.",SteveMiner,RickMoranis,TomArnold,JuliannePhillips
68,76,Screamers (1995) ,"A military commander stationed off planet during an interplanetary war travels through the devastated landscape to negotiate a peace treaty, but discovers that the primitive robots they built to kill enemy combatants have gained sentience.",ChristianDuguay,PeterWeller,RoyDupuis,JenniferRubin
69,77,Nico Icon (1995) ,"A look into the many lives of Christa Päffgen, otherwise known as Nico; from cutie German mädchen to the first of the supermodels, to glamorous diva of the Velvet Underground, to cult item,...
                    See full summary »",SusanneOfteringer,Nico,TinaAumont,ChristianPäffgen
70,78,The Crossing Guard (1995) ,Freddy Gale is a seedy jeweller who has sworn to kill the drunk driver who killed his little girl.,SeanPenn,JackNicholson,DavidMorse,AnjelicaHuston
71,79,The Juror (1996) ,A juror in a Mafia trial is forced to convince the other jurors to vote not guilty by an obsessive mob enforcer.,BrianGibson,DemiMoore,AlecBaldwin,JosephGordon-Levitt
72,80,The White Balloon (1995) ,Several people try to help a little girl to find the money her mom gave her to buy a goldfish with.,JafarPanahi,AidaMohammadkhani,MohsenKafili,FereshtehSadreOrafaiy
73,81,Things to Do in Denver When You're Dead (1995) ,Five different criminals face imminent death after botching a job quite badly.,GaryFleder,AndyGarcia,ChristopherWalken,ChristopherLloyd
74,82,Antonia's Line (1995) ,"A Dutch matron establishes and, for several generations, oversees a close-knit, matriarchal community where feminism and liberalism thrive.",MarleenGorris,WillekevanAmmelrooy,JanDecleir,VeerlevanOverloop
75,83,Once Upon a Time... When We Were Colored (1995) ,A narrator tells the story of his childhood years in a tightly knit Afro-American community in the deep south under racial segregation.,TimReid,AlFreemanJr.,PhyliciaRashad,Leon
76,85,Angels and Insects (1995) ,In the 1800s a naturalist marries into a family of British country gentry.,PhilipHaas,MarkRylance,KristinScottThomas,PatsyKensit
77,86,White Squall (1996) ,Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.,RidleyScott,JeffBridges,CarolineGoodall,JohnSavage
78,87,Dunston Checks In (1996) ,A young boy befriends a larcenous orangutan in a luxury hotel.,KenKwapis,JasonAlexander,FayeDunaway,EricLloyd
79,88,Black Sheep (1996) ,A gubernatorial candidate hires a wormy special assistant whose only job is to make sure the candidate's well-meaning but incompetent brother doesn't ruin the election.,PenelopeSpheeris,ChrisFarley,DavidSpade,TimMatheson
80,89,Nick of Time (1995) ,"An unimpressive, everyday man is forced into a situation where he is told to kill a politician to save his kidnapped daughter.",JohnBadham,JohnnyDepp,ChristopherWalken,CourtneyChase
81,92,Mary Reilly (1996) ,"A housemaid falls in love with Dr. Henry Jekyll and his darkly mysterious counterpart, Mr. Edward Hyde.",StephenFrears,JuliaRoberts,JohnMalkovich,GeorgeCole
82,93,Vampire in Brooklyn (1995) ,"A ship sails into Brooklyn with all its crew dead. But something gets off and the killing continues on land. The vampire is looking for a specific woman - half-human, half-vampire. Rita's the cop detective investigating the many killings.",WesCraven,EddieMurphy,AngelaBassett,AllenPayne
83,94,Beautiful Girls (1996) ,A piano player at a crossroads in his life returns home to his friends and their own problems with life and love.,TedDemme,MattDillon,TimothyHutton,NoahEmmerich
84,95,Broken Arrow (1996) ,Terrorists steal nuclear warheads from the U.S. military but don't count on a pilot and park ranger spoiling their plans.,JohnWoo,JohnTravolta,ChristianSlater,SamanthaMathis
85,96,A Midwinter's Tale (1995) ,"A group of theater actors plays ""Hamlet"" in a provincial village, faced with their own temptations, disappointments, and joys.",KennethBranagh,MichaelMaloney,RichardBriers,HettaCharnley
86,97,La Haine (1995) ,24 hours in the lives of three young men in the French suburbs the day after a violent riot.,MathieuKassovitz,VincentCassel,HubertKoundé,SaïdTaghmaoui
87,99,Heidi Fleiss: Hollywood Madam (1995) ,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the ...
                    See full summary »",NickBroomfield,NickBroomfield,NinaXiningZuo,MadamAlex
88,100,City Hall (1996) ,"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.",HaroldBecker,AlPacino,JohnCusack,BridgetFonda
89,101,Bottle Rocket (1996) ,Three friends plan to pull off a simple robbery and go on the run.,WesAnderson,LukeWilson,OwenWilson,NedDowd
90,102,Mr. Wrong (1996) ,"A single and lonely woman finds the seemingly perfect man to date, but soon regrets it when his deranged and possessive other personality emerges and worst still, she cannot convince anyone else of his Jekyll and Hyde true nature.",NickCastle,EllenDeGeneres,BillPullman,JoanCusack
91,103,Unforgettable (1996) ,"A medical examiner, who was suspected of murdering his wife, is trying an experimental drug to retrieve his wife's and others' memory and maybe find the killer and the mass murderer in a related present case.",JohnDahl,RayLiotta,LindaFiorentino,PeterCoyote
92,104,Happy Gilmore (1996) ,A rejected hockey player puts his skills to the golf course to save his grandmother's house.,DennisDugan,AdamSandler,ChristopherMcDonald,JulieBowen
93,105,The Bridges of Madison County (1995) ,Photographer Robert Kincaid (Clint Eastwood) wanders into the life of housewife Francesca Johnson (Meryl Streep) for four days in the 1960s.,ClintEastwood,ClintEastwood,MerylStreep,AnnieCorley
94,106,Nobody Loves Me (1994) ,"On the brink of her 30th birthday, Fanny feels the door to marital happiness closing up on her. She is obsessed with death, even visits evening classes on dying and so it seems fitting, ...
                    See full summary »",DorisDörrie,MariaSchrader,PierreSanoussi-Bliss,MichaelvonAu
95,107,Muppet Treasure Island (1996) ,The Muppets' twist on the classic tale.,,TimCurry,BillyConnolly,JenniferSaunders
96,108,Catwalk (1995) ,"A camera follows model Christy Turlington through the spring fashion shows in Milan, Paris, and New York one year in the early 1990s, probably 1992. She and others dash from one designer's ...
                    See full summary »",RobertLeacock,ChristyTurlington,AzzedineAlaïa,GiorgioArmani
97,110,Braveheart (1995) ,"When his secret bride is executed for assaulting an English soldier who tried to rape her, William Wallace begins a revolt against King Edward I of England.",MelGibson,MelGibson,SophieMarceau,PatrickMcGoohan
98,111,Taxi Driver (1976) ,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action by attempting to liberate a presidential campaign worker and an underage prostitute.",MartinScorsese,RobertDeNiro,JodieFoster,CybillShepherd
99,112,Rumble in the Bronx (1995) ,A young man visiting and helping his uncle in New York City finds himself forced to fight a street gang and the mob with his martial art skills.,StanleyTong,JackieChan,AnitaMui,FrançoiseYip
100,113,Before and After (1996) ,Two parents deal with the effects when their son is accused of murdering his girlfriend.,BarbetSchroeder,MerylStreep,LiamNeeson,EdwardFurlong
101,116,Anne Frank Remembered (1995) ,"Using previously unreleased archival material in addition to contemporary interviews, this academy award-winning documentary tells the story of the Frank family and presents the first ...
                    See full summary »",JonBlair,KennethBranagh,GlennClose,JannyBrandes-Brilslijper
102,117,The Young Poisoner's Handbook (1995) ,"This film is based on a true story about a British teenager who allegedly poisoned family, friends, and co-workers. Graham is highly intelligent, but completely amoral. He becomes ...
                    See full summary »",BenjaminRoss,HughO'Conor,AntonySher,TobiasArnold
103,118,If Lucy Fell (1996) ,"Two NYC roomies have a pact to jump off Brooklyn Bridge, if they haven't found life partners before she's 30. That's less than a month away.",EricSchaeffer,SarahJessicaParker,EricSchaeffer,BenStiller
104,119,Steal Big Steal Little (1995) ,"Ruben and Robby are twin brothers, adopted by Mona, one of the wealthiest - and most eccentric - women in Santa Barbara. Ruben is devoted to Mona, but Robby is more devoted to her money. So...
                    See full summary »",AndrewDavis,AndyGarcia,AlanArkin,RachelTicotin
105,121,The Boys of St. Vincent (1992) ,The true story of boys being sexually abused at their orphanage ran by a religious community in Newfoundland.,JohnN.Smith,HenryCzerny,JohnnyMorina,BrianDooley
106,122,Boomerang (1992) ,A successful executive and womanizer finds his lifestyle choices have turned back on him when his new female boss turns out to be an even bigger deviant than he is.,ReginaldHudlin,EddieMurphy,RobinGivens,HalleBerry
107,123,Chungking Express (1994) ,"Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal server at a late-night restaurant he frequents.",Kar-WaiWong,BrigitteLin,TakeshiKaneshiro,TonyChiu-WaiLeung
108,125,Flirting with Disaster (1996) ,"A young man, his wife, and his incompetent case worker travel across country to find his birth parents.",DavidO.Russell,BenStiller,PatriciaArquette,TéaLeoni
109,126,The NeverEnding Story III (1994) ,A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.,PeterMacDonald,JasonJamesRichter,MelodyKay,JackBlack
110,128,Jupiter's Wife (1995) ,"Michel Negroponte, a documentary filmmaker, meets Maggie one day in Central Park. Maggie claims to be married to the god Jupiter and the daughter of actor Robert Ryan. Michel gets to know ...
                    See full summary »",MichelNegroponte,MaggieCogan,KatinaPendleton,
111,129,Pie in the Sky (1995) ,A whimsical saga of a young man whose two life-consuming passions are unraveling traffic gridlock and an avant-garde dancer. A romantic comedy.,BryanGordon,JoshCharles,AnneHeche,JohnGoodman
112,132,Jade (1995) ,"A bright assistant D.A. investigates a gruesome hatchet murder and hides a clue he found at the crime scene. Under professional threats and an attempt on his life, he goes on heartbroken because evidence point to the woman he still loves.",WilliamFriedkin,DavidCaruso,LindaFiorentino,ChazzPalminteri
113,135,Down Periscope (1996) ,"Lt. Cmdr. Tom Dodge is assigned as Captain to the USS Stingray, an old diesel driven submarine that has seen better days.",DavidS.Ward,KelseyGrammer,LaurenHolly,RobSchneider
114,137,Man of the Year (1995) ,"Mockumentary look at Playgirl Magazine centerfold and 1992 Man of the Year, Dirk Shafer, who kept it a secret from the magazine that he is gay. Most of the film is a fictionalized retelling...
                    See full summary »",DirkShafer,VivianPaxton,ClaudetteSutherland,MichaelOrnstein
115,140,Up Close & Personal (1996) ,"An ambitious young woman, determined to build a career in television journalism, gets good advice from her first boss, and they fall in love.",JonAvnet,RobertRedford,MichellePfeiffer,StockardChanning
116,141,The Birdcage (1996) ,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancée's right-wing moralistic parents.,MikeNichols,RobinWilliams,NathanLane,GeneHackman
117,144,The Brothers McMullen (1995) ,"Three Irish Catholic brothers from Long Island struggle to deal with love, marriage, and infidelity.",EdwardBurns,JackMulcahy,MichaelMcGlone,EdwardBurns
118,145,Bad Boys (1995) ,Two hip detectives protect a witness to a murder while investigating a case of stolen heroin from the evidence storage room from their police precinct.,MichaelBay,WillSmith,MartinLawrence,LisaBoyle
119,146,The Amazing Panda Adventure (1995) ,A young American boy visiting in China helps his zoologist father rescue a panda cub from unscrupulous poachers while his panda reserve is threatened with closure from officious bureaucrats.,ChristopherCain,StephenLang,RyanSlater,YiDing
120,147,The Basketball Diaries (1995) ,A teenager finds his dreams of becoming a basketball star threatened after he free falls into the harrowing world of drug addiction.,ScottKalvert,LeonardoDiCaprio,LorraineBracco,MarilynSokol
121,148,An Awfully Big Adventure (1995) ,"Set right after World War II, a naive teenage girl joins a shabby theatre troupe in Liverpool. During a winter production of Peter Pan, the play quickly turns into a dark metaphor for youth...
                    See full summary »",MikeNewell,HughGrant,AlanRickman,GeorginaCates
122,149,Amateur (1994) ,"An amnesiac wakes up on an NYC alley. He meets Isabelle, an ex nun now erotic writer, at a diner and follows her home. She helps him find his identity. Then there's Sofia, the porn star.",HalHartley,IsabelleHuppert,MartinDonovan,ElinaLöwensohn
123,150,Apollo 13 (1995) ,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,RonHoward,TomHanks,BillPaxton,KevinBacon
124,151,Rob Roy (1995) ,"In 1713 Scotland, Rob Roy MacGregor is wronged by a nobleman and his nephew, becomes an outlaw in search of revenge while fleeing the Redcoats, and faces charges of being a Jacobite.",MichaelCaton-Jones,LiamNeeson,JessicaLange,JohnHurt
125,152,The Addiction (1995) ,"A New York philosophy grad student turns into a vampire after getting bitten by one, and then tries to come to terms with her new lifestyle and frequent craving for human blood.",AbelFerrara,LiliTaylor,ChristopherWalken,AnnabellaSciorra
126,153,Batman Forever (1995) ,"Batman must battle former district attorney Harvey Dent, who is now Two-Face and Edward Nygma, The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin.",JoelSchumacher,ValKilmer,TommyLeeJones,JimCarrey
127,154,Belle de Jour (1967) ,A frigid young housewife decides to spend her midweek afternoons as a prostitute.,LuisBuñuel,CatherineDeneuve,JeanSorel,MichelPiccoli
128,155,Beyond Rangoon (1995) ,"Laura is trying to pick up the pieces of her life after the murder of her husband and son, and goes on vacation with her sister to Burma. After losing her passport at a political rally, she...
                    See full summary »",JohnBoorman,PatriciaArquette,UAungKo,FrancesMcDormand
129,156,Blue in the Face (1995) ,"Brooklyn Cigar Store is a neighborhood hangout in Brooklyn with Auggie Wren/H.Keitel as center. Some people are interviewed about Brooklyn, spiced up with statistics on Brooklyn.",,HarveyKeitel,LouReed,MichaelJ.Fox
130,157,Canadian Bacon (1995) ,"The U.S. President, low in the opinion polls, gets talked into raising his popularity by trying to start a cold war against Canada.",MichaelMoore,JohnCandy,AlanAlda,RheaPerlman
131,158,Casper (1995) ,An afterlife therapist and his daughter meet a friendly young ghost when they move into a crumbling mansion in order to rid the premises of wicked spirits.,BradSilberling,BillPullman,ChristinaRicci,CathyMoriarty
132,159,Clockers (1995) ,"Young drug pushers in the projects of Brooklyn live hard dangerous lives, trapped between their drug bosses and the detectives out to stop them.",SpikeLee,HarveyKeitel,JohnTurturro,DelroyLindo
133,160,Congo (1995) ,"When an expedition to the African Congo ends in disaster, a new team is assembled to find out what went wrong.",FrankMarshall,LauraLinney,TimCurry,DylanWalsh
134,161,Crimson Tide (1995) ,"On a U.S. nuclear missile sub, a young First Officer stages a mutiny to prevent his trigger happy Captain from launching his missiles before confirming his orders to do so.",TonyScott,GeneHackman,DenzelWashington,MattCraven
135,162,Crumb (1994) ,An intimate portrait of controversial cartoonist Robert Crumb and his traumatized family.,TerryZwigoff,RobertCrumb,AlineKominsky-Crumb,CharlesCrumb
136,163,Desperado (1995) ,Former musician and gunslinger El Mariachi arrives at a small Mexican border town after being away for a long time. His past quickly catches up with him and he soon gets entangled with the local drug kingpin Bucho and his gang.,RobertRodriguez,AntonioBanderas,SalmaHayek,JoaquimdeAlmeida
